TimeStamp	PupilSizeLeft	PupilSizeRight	Event
99064.297	2.4693	2.2234	
99081.163	2.4773	2.2355	
99081.438			start_trial
99098.197	2.4756	2.2412	
99113.995	2.487	2.2492	
99131.562	2.4888	2.2559	
99147.626	2.5001	2.2643	
99164.716	2.5088	2.2847	
99181.051	2.5217	2.3018	
99198.246	2.5289	2.2989	
99214.107	2.5481	2.325	
99231.158	2.5636	2.3279	
99247.171	2.5865	2.346	
99264.303	2.6064	2.3453	
99280.985	2.6139	2.3513	
99298.158	2.6243	2.3724	
99314.079	2.632	2.3872	
99331.366	2.6137	2.3733	
99347.585	2.5966	2.3663	
99364.678	2.5799	2.3606	
99380.903	2.5618	2.3429	
99398.3	2.5515	2.3375	
99414.049	2.5309	2.3091	
99431.269	2.5186	2.2912	
99447.622	2.5042	2.2878	
99464.177	2.5147	2.2941	
99480.912	2.4999	2.2736	
99497.694	2.4865	2.2673	
99513.924	2.4706	2.2615	
99531.186	2.4644	2.2497	
99547.448	2.459	2.2257	
99564.034	2.4575	2.2254	
99580.756	2.4431	2.2277	
99597.748	2.4293	2.2278	
99613.937	2.425	2.2187	
99631.197	2.4351	2.2229	
99647.285	2.4304	2.22	
99664.256	2.4292	2.2247	
99680.347	2.4253	2.214	
99697.707	2.4126	2.1878	
99713.97	2.4049	2.1709	
99730.945	2.402	2.1739	
99747.322	2.3908	2.1759	
99764.106	2.3834	2.1723	
99780.335	2.3745	2.1614	
99797.957	2.3826	2.1688	
99813.653	2.3791	2.1749	
99830.98	2.3717	2.1687	
99847.147	2.381	2.1643	
99864.048	2.3827	2.157	
99880.503	2.3815	2.146	
99924.99	2.3851	2.1484	
99925.214	2.3995	2.1601	
99931.493	2.4043	2.1619	
99950.99	2.4117	2.1632	
99971.088	2.415	2.1672	
99980.519	2.4228	2.185	
99997.904	2.4286	2.1867	
100020.71	2.44	2.1961	
100030.954	2.4514	2.2169	
100048.571	2.4646	2.2247	
100070.791	2.4649	2.2186	
100081.023	2.4732	2.2493	
100097.417	2.4875	2.2552	
100113.256	2.4989	2.2533	
100130.436	2.4944	2.2465	
100146.772	2.5044	2.2623	
100163.744	2.5029	2.2848	
100179.9	2.5163	2.2926	
100197.42	2.5207	2.2935	
100213.485	2.5235	2.3021	
100230.45	2.5475	2.2979	
100246.925	2.5678	2.3132	
100263.877	2.5552	2.3279	
100280.097	2.5632	2.328	
100297.134	2.5661	2.3245	
100313.438	2.5705	2.346	
100330.319	2.5797	2.3535	
100346.847	2.5694	2.3499	
100363.807	2.5629	2.3359	
100380.101	2.5556	2.3194	
100397.441	2.5501	2.3363	
100413.402	2.5398	2.3363	
100430.721	2.5472	2.3267	
100446.685	2.5343	2.3117	
100463.742	2.5145	2.2968	
100480.175	2.5017	2.2837	
100496.849	2.4993	2.2723	
100513.267	2.4929	2.2763	
100530.239	2.4967	2.2801	
100546.623	2.4922	2.2702	
100563.627	2.4801	2.2887	
100579.855	2.4721	2.2886	
100596.87	2.4726	2.2678	
100613.047	2.4736	2.2551	
100629.291	2.4644	2.2661	
100644.635	-1	-1	
100661.924	-1	-1	
100678.37	-1	-1	
100695.266	-1	-1	
100711.48	-1	-1	
100728.962	-1	-1	
100745.146	-1	-1	
100762.559	-1	-1	
100779.46	1.8612	2.1531	
100797.073	1.8612	2.1667	
100813.011	2.5293	2.2878	
100830.074	2.5286	2.3097	
100846.371	2.5379	2.3168	
100863.152	2.5539	2.3155	
100879.677	2.5629	2.322	
100897.123	2.5584	2.3253	
100913.07	2.5694	2.3327	
100929.798	2.5821	2.341	
100946.372	2.5954	2.3449	
100963.639	2.6085	2.3419	
100979.775	2.6235	2.3648	
100996.647	2.6393	2.3756	
101013.054	2.6572	2.389	
101029.9	2.6495	2.3872	
101046.094	2.671	2.4182	
101063.123	2.6956	2.4446	
101079.594	2.7161	2.4576	
101096.523	2.7212	2.4504	
101113.001	2.7376	2.4759	
101130.003	2.7439	2.4897	
101145.886	2.752	2.5155	
101163.24	2.7716	2.5182	
101179.496	2.7829	2.5289	
101196.62	2.7935	2.538	
101212.937	2.7978	2.5463	
101230.01	2.7987	2.5388	
101246.042	2.7916	2.5181	
101263.356	2.761	2.5191	
101279.55	2.7325	2.5	
101296.531	2.7191	2.488	
101313.078	2.7019	2.4594	
101329.702	2.6914	2.4586	
101346.144	2.6614	2.446	
101363.14	2.6392	2.4346	
101379.455	2.6343	2.4128	
101396.569	2.6312	2.4057	
101412.783	2.6162	2.3926	
101429.895	2.6059	2.3814	
101446.117	2.5995	2.3701	
101463.106	2.608	2.3824	
101478.994	2.6062	2.384	
101496.294	2.6001	2.373	
101512.488	2.5928	2.3626	
101530.05	2.5862	2.3744	
101545.945	2.5742	2.3627	
101563.119	2.5777	2.3461	
101579.277	2.5749	2.3402	
101596.72	2.5789	2.3345	
101612.358	2.5633	2.3462	
101629.935	2.5507	2.3495	
101645.929	2.5488	2.3395	
101662.702	2.5476	2.3269	
101679.268	2.4807	2.2288	
101694.802	2.4306	2.1986	
101711.033	-1	-1	
101727.618	-1	-1	
101743.916	-1	-1	
101761.008	-1	-1	
101777.634	-1	-1	
101794.136	-1	-1	
101810.971	-1	-1	
101827.948	-1	-1	
101844.135	-1	-1	
101861.325	-1	-1	
101878.904	2.5301	2.2538	
101896.165	2.5301	2.2738	
101912.018	2.6375	2.4166	
101929.015	2.6514	2.4362	
101945.606	2.6584	2.4392	
101962.645	2.6739	2.462	
101979.168	2.6839	2.4779	
101996.274	2.6759	2.474	
102012.096	2.6918	2.4814	
102029.544	2.7193	2.4767	
102045.629	2.7242	2.4875	
102062.546	2.7202	2.4815	
102078.867	2.7359	2.486	
102096.332	2.7394	2.4946	
102111.887	2.7535	2.5289	
102129.262	2.756	2.5454	
102145.24	2.7733	2.5546	
102162.803	2.797	2.5549	
102178.724	2.802	2.5673	
102196.246	2.7995	2.572	
102211.902	2.8086	2.577	
102229.384	2.8106	2.5762	
102245.404	2.8191	2.5892	
102262.494	2.8198	2.5909	
102279.021	2.8136	2.5814	
102295.84	2.8102	2.5848	
102312.097	2.7983	2.5658	
102329.093	2.7853	2.5444	
102345.433	2.7596	2.5196	
102362.449	2.7423	2.5211	
102378.744	2.714	2.4883	
102395.135	2.5658	2.484	
102411.068	2.296	-1	
102426.961	-1	-1	
102443.608	-1	-1	
102460.394	-1	-1	
102477.025	-1	-1	
102493.826	-1	-1	
102510.087	-1	-1	
102527.318	-1	-1	
102543.459	-1	-1	
102560.537	-1	-1	
102577.378	-1	-1	
102593.923	-1	-1	
102610.349	-1	-1	
102627.677	-1	-1	
102644.084	-1	-1	
102661.033	-1	-1	
102677.488	-1	-1	
102694.053	-1	-1	
102710.932	-1	-1	
102727.53	-1	-1	
102744.295	2.4408	-1	
102761.401	2.4408	-1	
102778.702	2.6403	2.2785	
102794.948	2.6641	2.2785	
102811.558	2.7069	2.4554	
102828.67	2.7095	2.4558	
102845.143	2.725	2.5035	
102861.635	2.7339	2.5127	
102878.374	2.7409	2.524	
102895.477	2.7659	2.5453	
102911.6	2.7848	2.5611	
102928.835	2.779	2.5527	
102945.166	2.7844	2.5643	
102961.836	2.7989	2.5661	
102978.555	2.8188	2.5809	
102995.669	2.8223	2.5845	
103011.378	2.8294	2.5941	
103029.047	2.8339	2.6007	
103045.109	2.8525	2.6183	
103063.12	2.848	2.6176	
103078.348	2.8612	2.626	
103095.123	2.8587	2.5458	
103110.172	2.841	2.2455	
103126.425	-1	-1	
103143.081	-1	-1	
103159.972	-1	-1	
103176.617	-1	-1	
103193.319	-1	-1	
103209.766	-1	-1	
103226.649	-1	-1	
103243.268	-1	-1	
103260.214	-1	-1	
103276.791	-1	-1	
103293.622	-1	-1	
103309.967	-1	-1	
103327.344	-1	-1	
103344.136	2.496	2.2475	
103361.484	2.5375	2.3025	
103378.363	2.589	2.3967	
103394.897	2.5843	2.3981	
103411.084	2.5813	2.4094	
103428.427	2.5824	2.4106	
103444.65	2.5819	2.4121	
103461.495	2.5895	2.4097	
103478.263	2.593	2.4179	
103494.949	2.6015	2.4185	
103511.251	2.6175	2.4234	
103528.445	2.6117	2.4319	
103544.625	2.6198	2.4476	
103561.296	2.6273	2.4516	
103577.676	2.649	2.47	
103594.967	2.6597	2.4833	
103610.957	2.6748	2.4964	
103628.291	2.6866	2.4922	
103644.466	2.6926	2.506	
103661.47	2.6867	2.5107	
103677.842	2.6922	2.5165	
103695.123	2.6836	2.5291	
103711.117	2.6649	2.5064	
103728.156	2.6633	2.4807	
103744.677	2.6341	2.4569	
103761.555	2.6157	2.4474	
103777.884	2.5807	2.4047	
103794.693	2.5544	2.4011	
103811.216	2.5287	2.3719	
103828.143	2.5184	2.3532	
103844.133	2.4869	2.3288	
103861.296	2.4837	2.3138	
103877.628	2.4647	2.2937	
103894.741	2.4423	2.297	
103910.705	2.4255	2.2738	
103927.927	2.4195	2.2627	
103944.227	2.4064	2.2492	
103961.345	2.3948	2.259	
103977.74	2.3956	2.2485	
103993.399	2.3959	2.2356	
104009.53	-1	-1	
104025.843	-1	-1	
104042.399	-1	-1	
104059.346	-1	-1	
104075.776	-1	-1	
104092.428	-1	-1	
104109.025	-1	-1	
104126.275	-1	-1	
104142.868	-1	-1	
104160.269	2.5845	-1	
104176.95	2.45	2.1544	
104194.101	2.4051	2.1853	
104211.019	2.4606	2.287	
104227.834	2.4694	2.284	
104244.225	2.4663	2.2937	
104261.084	2.472	2.3099	
104277.368	2.4987	2.3364	
104294.082	2.5089	2.3243	
104310.435	2.5214	2.3276	
104327.714	2.5328	2.3507	
104343.945	2.551	2.3786	
104361.039	2.5599	2.3759	
104377.255	2.582	2.3904	
104394.231	2.6114	2.4043	
104410.358	2.6395	2.4303	
104427.962	2.6328	2.4366	
104443.819	2.652	2.4546	
104461.108	2.6685	2.4543	
104477.203	2.6836	2.474	
104494.102	2.6958	2.4821	
104510.333	2.7074	2.496	
104527.42	2.7098	2.4952	
104543.588	2.7025	2.4919	
104561.039	2.6875	2.4884	
104576.915	2.6718	2.4711	
104594.099	2.6659	2.4757	
104610.28	2.6373	2.4512	
104627.542	2.606	2.4394	
104643.348	2.5836	2.4102	
104660.432	2.5816	2.4007	
104677.019	2.5568	2.3842	
104694.077	2.5485	2.3846	
104710.393	2.5318	2.3575	
104727.46	2.5029	2.3464	
104743.193	2.4841	2.3257	
104761.018	2.4931	2.321	
104777.089	2.4765	2.3155	
104793.901	2.4666	2.2961	
104810.312	2.4645	2.289	
104827.308	2.4703	2.2935	
104843.366	2.4625	2.2869	
104860.778	2.4593	2.2859	
104876.976	2.4627	2.2822	
104893.664	2.4543	2.2835	
104910.135	2.456	2.2829	
104927.544	2.4588	2.2874	
104943.346	2.4614	2.2939	
104960.447	2.4704	2.3003	
104976.797	2.4839	2.3059	
104994.033	2.4819	2.2985	
105010.094	2.4858	2.306	
105027.343	2.5018	2.3208	
105043.442	2.5294	2.337	
105060.349	2.535	2.3396	
105076.65	2.5401	2.3473	
105093.703	2.5539	2.3573	
105109.643	2.5627	2.3776	
105127.015	2.5596	2.3814	
105143.369	2.5588	2.3768	
105160.29	2.5637	2.3631	
105176.622	2.5574	2.3614	
105193.783	2.5398	2.3646	
105210.001	2.5435	2.3644	
105227.356	2.5566	2.3677	
105243.206	2.5613	2.365	
105260.405	2.566	2.3614	
105276.752	2.5628	2.3629	
105293.779	2.5456	2.3691	
105309.936	2.5441	2.3636	
105326.581	2.5481	2.3613	
105341.516	-1	-1	
105358.534	-1	-1	
105374.629	-1	-1	
105391.737	-1	-1	
105408.415	-1	-1	
105425.833	-1	-1	
105443.06	2.5573	2.3377	
105460.122	2.5686	2.3624	
105475.987	2.5987	2.4084	
105493.585	2.6091	2.3945	
105509.643	2.6071	2.3952	
105526.77	2.6189	2.4025	
105543.159	2.63	2.408	
105559.974	2.6259	2.4117	
105576.386	2.6319	2.4182	
105593.325	2.6395	2.4266	
105609.538	2.6439	2.4332	
105626.837	2.6403	2.4342	
105643.006	2.6526	2.4429	
105660.108	2.6633	2.4456	
105676.193	2.6755	2.4638	
105693.373	2.6781	2.4598	
105709.531	2.6938	2.464	
105726.924	2.7043	2.4791	
105742.92	2.7241	2.5063	
105760.223	2.7294	2.5103	
105776.244	2.7366	2.5258	
105793.274	2.738	2.5197	
105809.53	2.7436	2.5318	
105826.833	2.7495	2.5384	
105842.867	2.7488	2.5305	
105860.097	2.7425	2.5309	
105876.201	2.7364	2.5286	
105893.347	2.7343	2.5251	
105909.635	2.7162	2.5072	
105926.684	2.6993	2.5046	
105942.58	2.6761	2.4857	
105959.727	2.6689	2.4719	
105976.066	2.6611	2.4537	
105993.188	2.6522	2.4507	
106009.397	2.626	2.4292	
106026.425	2.6176	2.4147	
106042.349	2.6096	2.3984	
106059.613	2.6158	2.3947	
106075.891	2.6101	2.3844	
106093.179	2.5919	2.3681	
106109.56	2.5795	2.36	
106126.681	2.5815	2.3818	
106142.366	2.5777	2.3759	
106159.98	2.5761	2.371	
106175.954	2.567	2.3608	
106193.17	2.5565	2.3579	
106209.232	2.544	2.3528	
106226.542	2.5293	2.3467	
106242.457	2.5237	2.335	
106259.607	2.5263	2.3272	
106275.897	2.5213	2.3253	
106293.09	2.5184	2.3255	
106308.846	2.5156	2.3226	
106326.511	2.511	2.3266	
106342.44	2.5082	2.3294	
106359.819	2.5242	2.3286	
106375.909	2.5266	2.3293	
106392.798	2.5143	2.3301	
106409.191	2.5252	2.3315	
106426.143	2.5318	2.334	
106442.472	2.5373	2.3321	
106459.909	2.5368	2.3289	
106475.745	2.5352	2.3338	
106492.899	2.5412	2.3297	
106508.88	2.5522	2.3351	
106526.385	2.5591	2.3412	
106542.316	2.5592	2.3345	
106559.586	2.5589	2.3246	
106575.779	2.5656	2.3242	
106592.502	2.5665	2.3343	
106608.791	2.5666	2.3404	
106626.28	2.5673	2.3469	
106642.094	2.569	2.3499	
106659.534	2.5664	2.343	
106675.658	2.5632	2.3416	
106692.731	2.5692	2.3411	
106709.022	2.5692	2.3384	
106726.11	2.5718	2.344	
106742.04	2.5618	2.3371	
106759.233	2.5501	2.3237	
106775.471	2.5523	2.3262	
106792.609	2.5427	2.3277	
106808.805	2.5392	2.3177	
106826	2.5318	2.3279	
106841.844	2.5221	2.3266	
106857.931	2.5291	2.3238	
106873.831	-1	-1	
106890.476	-1	-1	
106907.199	-1	-1	
106923.849	-1	-1	
106940.121	-1	-1	
106957.574	-1	-1	
106973.958	-1	-1	
106991.502	-1	-1	
107008.719	2.5319	2.2265	
107025.682	2.5502	2.247	
107041.702	2.5706	2.3352	
107059.026	2.5691	2.3499	
107075.215	2.5695	2.347	
107092.255	2.5622	2.3407	
107108.568	2.5598	2.3558	
107125.888	2.5593	2.3532	
107141.733	2.5575	2.3504	
107159.256	2.5645	2.3593	
107175.263	2.5736	2.3688	
107192.533	2.5781	2.3742	
107208.793	2.5921	2.3842	
107225.703	2.5988	2.3846	
107242.083	2.6116	2.4006	
107259.067	2.6223	2.3994	
107275.141	2.6367	2.4197	
107292.438	2.6395	2.4302	
107308.683	2.6585	2.4516	
107325.764	2.674	2.4569	
107341.604	2.6863	2.479	
107359.157	2.6834	2.4871	
107375.333	2.6937	2.4906	
107391.983	2.7	2.4898	
107408.445	2.688	2.4783	
107425.491	2.6898	2.4703	
107441.438	2.6824	2.4627	
107458.868	2.6764	2.4656	
107474.684	2.6645	2.4422	
107492.059	2.6577	2.4374	
107508.398	2.6336	2.4377	
107525.401	2.6095	2.4247	
107541.347	2.5961	2.4008	
107558.836	2.6061	2.4022	
107574.813	2.5953	2.393	
107592.126	2.5774	2.3833	
107608.175	2.5719	2.3749	
107625.726	2.5835	2.3888	
107641.474	2.5782	2.3815	
107659.03	2.5703	2.3678	
107674.848	2.565	2.3599	
107692.27	2.5549	2.3584	
107708.275	2.5566	2.3623	
107725.413	2.5459	2.3648	
107741.316	2.549	2.3758	
107758.607	2.5622	2.3709	
107774.43	2.5627	2.3638	
107791.499	2.5719	2.354	
107807.036	2.5958	2.2981	
107822.997	-1	-1	
107839.785	-1	-1	
107856.29	-1	-1	
107872.808	-1	-1	
107890.173	-1	-1	
107906.585	-1	-1	
107924.004	-1	-1	
107941.441	2.5083	2.2465	
107958.654	2.5472	2.3107	
107974.697	2.6122	2.4215	
107991.758	2.6096	2.4106	
108007.906	2.6205	2.4244	
108025.362	2.6479	2.4347	
108041.043	2.6497	2.4392	
108058.214	2.6407	2.4304	
108074.184	2.6483	2.4513	
108091.556	2.6384	2.4635	
108107.77	2.6484	2.4638	
108125.062	2.6628	2.458	
108141.037	2.6752	2.4675	
108158.315	2.672	2.4848	
108174.274	2.6829	2.4915	
108191.604	2.6956	2.4873	
108207.832	2.6991	2.5026	
108225.044	2.7045	2.5069	
108241.145	2.7073	2.5211	
108258.509	2.7182	2.525	
108274.063	2.7254	2.5265	
108291.448	2.7183	2.534	
108307.781	2.7189	2.5209	
108324.898	2.7147	2.5158	
108340.851	2.6974	2.5073	
108358.58	2.6886	2.5016	
108374.107	2.6684	2.4767	
108391.403	2.6606	2.4634	
108407.85	2.6382	2.4342	
108424.832	2.6249	2.4224	
108441.017	2.6036	2.4101	
108458.489	2.5945	2.405	
108474.08	2.5862	2.38	
108491.289	2.5663	2.3805	
108507.799	2.5518	2.3724	
108524.732	2.5486	2.3569	
108541.091	2.5395	2.347	
108558.181	2.5355	2.3442	
108574.069	2.5253	2.334	
108591.454	2.5268	2.3451	
108607.586	2.5269	2.3396	
108624.817	2.5236	2.3254	
108640.439	2.5094	2.3149	
108658.25	2.5075	2.3062	
108674.046	2.4966	2.2944	
108691.17	2.4846	2.3064	
108707.44	2.4859	2.3033	
108724.839	2.4823	2.2864	
108741.004	2.4715	2.2881	
108758.059	2.4693	2.3017	
108774.056	2.4706	2.301	
108791.295	2.4659	2.2971	
108807.359	2.4616	2.29	
108824.589	2.4733	2.2818	
108840.368	2.4673	2.2887	
108857.916	2.4595	2.2899	
108874.095	2.4745	2.2806	
108891.384	2.4799	2.2811	
108907.296	2.4835	2.2792	
108924.356	2.4806	2.2851	
108940.932	2.4771	2.2891	
108957.795	2.4904	2.2827	
108974.01	2.489	2.2892	
108991.051	2.4923	2.2961	
109007.247	2.5063	2.2913	
109023.982	2.4978	2.3031	
109040.41	2.5071	2.3114	
109057.59	2.5219	2.2996	
109073.874	2.0816	2.2896	
109089.234	1.7937	-1	
109105.331	-1	-1	
109122.372	-1	-1	
109138.759	-1	-1	
109156.844	1.654	-1	
109173.775	2.1918	1.898	
109190.295	2.4665	1.898	
109206.978	2.5723	2.3549	
109224.108	2.5806	2.3647	
109240.264	2.5939	2.3733	
109257.627	2.5869	2.3644	
109273.656	2.5957	2.3897	
109291.078	2.6071	2.3949	
109307.025	2.6141	2.3945	
109324.053	2.6253	2.4003	
109340.379	2.6348	2.4084	
109357.801	2.6372	2.4228	
109373.418	2.6408	2.4399	
109390.523	2.6471	2.4325	
109407.049	2.6622	2.4389	
109424.596	2.6745	2.4312	
109440.353	2.6847	2.4441	
109457.42	2.6895	2.4586	
109473.319	2.708	2.4755	
109490.911	2.7144	2.4845	
109506.944	2.7253	2.4988	
109523.834	2.7266	2.4956	
109540.342	2.728	2.4908	
109557.406	2.7316	2.4935	
109573.409	2.7243	2.4955	
109591.103	2.7108	2.4847	
109606.696	2.6923	2.4687	
109624.1	2.678	2.462	
109640.055	2.6678	2.4387	
109657.302	2.6623	2.4292	
109673.362	2.6376	2.4121	
109690.78	2.6314	2.4136	
109706.603	2.6116	2.4016	
109723.872	2.5975	2.4021	
109739.76	2.5902	2.3815	
109757.549	2.5822	2.372	
109773.523	2.5663	2.3517	
109790.954	2.5634	2.3363	
109806.579	2.5488	2.3351	
109823.942	2.5507	2.3294	
109840.174	2.5449	2.3126	
109857.531	2.5404	2.3253	
109873.375	2.5292	2.3155	
109890.332	2.514	2.31	
109908.075	2.5074	2.3016	
109930.546	2.5155	2.2899	
109951.374	2.5094	2.2929	
109960.457	2.5086	2.2942	
109972.76	2.5087	2.2903	
109998.01	2.507	2.2888	
110006.421	2.5074	2.2966	
110023.538	2.4852	2.2919	
110040.865	2.4819	2.2815	
110061.253	2.4878	2.2847	
110087.966	2.4892	2.2804	
110091.738	2.4932	2.2841	
110093.483			stop_trial trial grey
110095.314			
110097.534			
110098.65			
110099.765			
110100.878			
110102.007			
110103.121			
110104.235			
110105.365			
110106.496			
110107.619			
110108.746			
110109.859			
110110.986			
110112.118			
110113.236			
110114.35			
110115.476			
110116.615			
110117.727			
110118.851			
110119.979			
110121.108			
110122.253			
110123.39			
110124.495			
110125.612			
110126.748			
110127.879			
110129.012			
110130.141			
110131.255			
110132.372			
110133.468			
110134.582			
110135.709			
110136.822			
110137.933			
110139.059			
110140.186			
110141.301			
110142.436			
110143.554			
110144.661			
110145.774			
110146.885			
110148.005			
110149.138			
110150.253			
110151.381			
110152.561			
110153.669			
110154.793			
110155.923			
110157.052			
110158.165			
110159.283			
110160.403			
110161.586			
110162.718			
110163.841			
110164.968			
110166.098			
110167.223			
110168.344			
110169.458			
110170.588			
110171.707			
110172.907			
110174.038			
110175.169			
110176.285			
110177.394			
110178.525			
110179.648			
110180.777			
110181.905			
110183.043			
110184.254			
110185.369			
110186.488			
110187.618			
110188.752			
110189.882			
110191.014			
110192.177			
110193.309			
110194.446			
110195.566			
110196.676			
110197.808			
110198.919			
110200.073			
110201.204			
110202.324			
110203.434			
110204.542			
110205.662			
110206.774			
110207.903			
110304.684			
