TimeStamp	PupilSizeLeft	PupilSizeRight	Event
84014.992	2.2083	2.0654	
84031.918	2.2167	2.0584	
84048.663	2.2253	2.0659	
84065.989	2.2256	2.0693	
84081.505	2.2237	2.0661	
84098.918	2.2219	2.0672	
84115.078	2.2184	2.0681	
84132.009	2.216	2.0608	
84148.253	2.2063	2.0572	
84165.771	2.203	2.0563	
84181.577	2.1991	2.0485	
84198.711	2.1943	2.0411	
84215.017	2.1788	2.0199	
84232.083	2.1665	2.0099	
84248.602	2.1543	2.004	
84265.549	2.1356	2.01	
84281.439	2.1294	2.0102	
84298.78	2.1371	2.0068	
84314.88	2.1268	2.001	
84331.844	2.1207	1.9921	
84348.263	2.1188	1.9804	
84365.542	2.118	1.9797	
84381.364	2.1257	1.9882	
84398.782	2.1327	2.0039	
84414.784	2.138	2.0088	
84431.865	2.1373	2.0065	
84448.427	2.1315	2.0021	
84465.381	2.1358	2.0042	
84481.477	2.1484	2.0101	
84498.668	2.1442	2.0015	
84514.847	2.1527	2.021	
84532.002	2.1697	2.0308	
84548.212	2.1712	2.0283	
84565.64	2.162	2.021	
84581.18	2.1706	2.0218	
84598.819	2.1796	2.0295	
84614.574	2.177	2.0285	
84632.007	2.1865	2.0497	
84648.083	2.2007	2.0642	
84665.398	2.1982	2.0677	
84681.059	2.2047	2.0695	
84698.63	2.207	2.0491	
84714.738	2.2099	2.0503	
84731.507	2.2177	2.051	
84747.939	2.2144	2.0576	
84765.38	2.2131	2.0571	
84781.092	2.2138	2.0515	
84798.599	2.2125	2.065	
84814.658	2.2039	2.0608	
84831.484	2.2153	2.0369	
84847.808	2.2073	2.0405	
84864.875	2.1907	2.0629	
84880.332	2.1883	2.0647	
84896.418	-1	-1	
84912.659	-1	-1	
84929.78	-1	-1	
84946.036	-1	-1	
84963.194	-1	-1	
84979.629	-1	-1	
84996.691	-1	-1	
85013.842	1.5753	1.8278	
85031.334	1.6232	1.8519	
85047.971	2.0578	1.9556	
85064.657	2.1275	1.9786	
85080.746	2.1291	1.998	
85098.23	2.123	1.9965	
85114.006	2.1131	1.9876	
85131.508	2.112	1.9689	
85147.347	2.1204	1.9709	
85164.777	2.1301	1.9954	
85180.782	2.1335	2.0008	
85197.975	2.1334	1.9904	
85214.094	2.142	1.9903	
85231.612	2.1573	2.0023	
85247.441	2.1706	2.0089	
85264.815	2.1785	2.023	
85280.525	2.1986	2.0283	
85298.214	2.1991	2.036	
85314.057	2.2115	2.0609	
85331.17	2.2375	2.063	
85347.431	2.2562	2.076	
85364.68	2.2555	2.0733	
85380.69	2.2426	2.078	
85397.587	2.2455	2.0915	
85414.029	2.2298	2.0784	
85431.048	2.2139	2.0681	
85447.572	2.2227	2.0587	
85464.412	2.2242	2.0753	
85480.476	2.205	2.0531	
85500.877	2.1933	2.0185	
85518.053	2.1915	2.0259	
85531.267	2.1841	2.0429	
85547.34	2.1775	2.0295	
85570.572	2.1806	2.0091	
85580.854	2.1749	2.0189	
85610.92	2.1853	2.0289	
85621.153	2.1831	2.026	
85631.095	2.173	2.0033	
85646.819	2.1666	2.0086	
85680.309	2.1603	2.0238	
85694.442	2.151	2.0089	
85695.942			stop_trial trial white
85697.335			
85699.542			
85700.685			
85701.836			
85702.963			
85704.082			
85705.208			
85706.323			
85707.438			
85708.568			
85709.678			
85710.798			
85711.925			
85713.081			
85714.164			
85715.288			
85716.411			
85717.542			
85718.673			
85719.79			
85720.924			
85722.032			
85723.163			
85724.294			
85725.405			
85726.531			
85727.658			
85728.768			
85729.883			
85731.017			
85732.117			
85733.23			
85734.341			
85735.45			
85736.566			
85737.7			
85738.831			
85739.94			
85741.054			
85742.208			
85743.328			
85744.427			
85745.559			
85746.696			
85747.824			
85748.961			
85750.086			
85751.198			
85752.31			
85753.401			
85754.521			
85755.638			
85756.778			
85757.911			
85759.045			
85760.175			
85761.258			
85762.381			
85763.503			
85764.616			
85765.737			
85766.857			
85767.968			
85769.091			
85770.223			
85771.363			
85772.538			
85773.701			
85774.828			
85775.953			
85777.077			
85778.197			
85779.324			
85780.435			
85781.557			
85782.7			
85783.83			
85784.944			
85786.067			
85787.178			
85788.311			
85789.439			
85790.57			
85791.685			
85792.821			
85793.953			
85795.073			
85796.191			
85797.323			
85798.432			
85799.567			
85800.694			
85801.813			
85802.925			
85804.055			
85805.175			
85806.26			
85807.395			
85808.509			
85809.617			
86296.655	-1	-1	
86324.355	-1	-1	
86365.211	-1	-1	
86406.505	-1	-1	
86425.639	-1	-1	
86432.382	-1	-1	
86439.099	2.1331	2.0002	
86450.524	2.1164	1.9951	
86466.505	2.0915	1.9626	
86483.417	2.0749	1.938	
86499.659	2.0753	1.9359	
86516.951	2.0793	1.9482	
86533.187	2.0681	1.9405	
86550.016	2.0636	1.9357	
86566.428	2.061	1.9404	
86583.719	2.0686	1.9406	
86599.685	2.0812	1.9397	
86617.147	2.078	1.9437	
86633.401	2.0774	1.94	
86650.073	2.0806	1.9436	
86666.311	2.086	1.9461	
86683.632	2.0971	1.9411	
86699.364	2.0961	1.9462	
86716.803	2.0883	1.9522	
86732.897	2.0939	1.9559	
86749.957	2.0979	1.957	
86766.113	2.098	1.9582	
86783.279	2.1033	1.9532	
86799.1	2.0895	1.9455	
86816.828	2.0802	1.9332	
86832.813	2.0791	1.928	
86850.149	2.0711	1.9362	
86865.96	2.0626	1.9361	
86882.193			start_trial
86883.34	2.0759	1.9513	
86899.205	2.0729	1.9486	
86916.703	2.0566	1.9317	
86932.431	2.0541	1.9278	
86950.202	2.0583	1.9343	
86965.799	2.0508	1.9237	
86983.603	2.0457	1.9293	
86999.202	2.0599	1.9344	
87016.515	2.0685	1.9358	
87032.432	2.0625	1.9415	
87049.947	2.0544	1.9345	
87065.758	2.0569	1.9441	
87083.118	2.082	1.9435	
87099.274	2.0901	1.9446	
87116.127	2.0813	1.9611	
87132.473	2.0961	1.9608	
87149.57	2.1067	1.9317	
87165.856	2.1119	1.937	
87183.39	2.1019	1.9612	
87199.312	2.1044	1.9678	
87216.139	2.1017	1.9537	
87232.635	2.1005	1.9539	
87248.703	2.1123	1.9684	
87263.854	-1	-1	
87280.953	-1	-1	
87297.478	-1	-1	
87314.075	-1	-1	
87330.346	-1	-1	
87347.852	-1	-1	
87363.739	-1	-1	
87381.153	-1	-1	
87397.657	-1	-1	
87414.635	-1	-1	
87431.027	-1	-1	
87447.735	-1	-1	
87463.895	-1	-1	
87481.198	-1	-1	
87497.382	-1	-1	
87514.066	-1	-1	
87530.381	-1	-1	
87547.534	-1	-1	
87563.735	-1	-1	
87580.573	-1	-1	
87597.364	-1	-1	
87614.673	-1	-1	
87631.572	1.3624	2.1237	
87649.415	1.3624	2.0403	
87665.558	2.3643	2.1143	
87682.453	2.3668	2.1777	
87698.452	2.374	2.2082	
87719.713	2.3699	2.2051	
87732.194	2.3808	2.2192	
87749.763	2.3903	2.2178	
87764.832	2.4153	2.2352	
87783.049	2.4373	2.237	
87799.608	2.4569	2.2547	
87815.606	2.4564	2.2703	
87831.627	2.4714	2.2868	
87849.624	2.4883	2.2983	
87866.307	2.4949	2.3038	
87882.941	2.5092	2.3115	
87898.394	2.5349	2.3421	
87915.496	2.5525	2.3423	
87931.539	2.5618	2.3655	
87949	2.5547	2.3839	
87965.206	2.5645	2.3855	
87982.403	2.5743	2.374	
87998.372	2.5862	2.3926	
88015.836	2.5941	2.4024	
88031.964	2.5948	2.3993	
88049.111	2.5772	2.3937	
88065.231	2.5685	2.3949	
88082.44	2.5723	2.3813	
88098.655	2.5533	2.3513	
88115.627	2.5436	2.3443	
88131.459	2.5152	2.3139	
88148.954	2.4989	2.3165	
88165.274	2.4794	2.2957	
88182.71	2.4679	2.2847	
88198.507	2.4483	2.2609	
88215.677	2.435	2.2466	
88231.571	2.4099	2.2371	
88249.122	2.4028	2.2357	
88265.342	2.3871	2.2155	
88282.553	2.3819	2.2076	
88298.226	2.379	2.1889	
88315.656	2.3685	2.1909	
88331.43	2.3587	2.1931	
88348.974	2.3528	2.1812	
88365.082	2.3482	2.1788	
88382.113	2.3506	2.1727	
88398.411	2.3471	2.1697	
88415.803	2.352	2.1823	
88431.44	2.3471	2.1941	
88448.802	2.3323	2.1842	
88464.83	2.3403	2.1613	
88482.036	2.3353	2.1593	
88498.274	2.3188	2.1678	
88515.569	2.3286	2.1643	
88531.3	2.3321	2.1542	
88549.032	2.3255	2.1622	
88564.53	2.3223	2.1541	
88581.968	2.3352	2.1596	
88598.151	2.3338	2.1545	
88615.486	2.3143	2.1429	
88631.179	2.3198	2.1469	
88648.834	2.3267	2.1425	
88664.673	2.328	2.1349	
88681.565	2.3229	2.1413	
88698.039	2.3271	2.148	
88715.417	2.3402	2.1516	
88731.371	2.3156	2.1454	
88747.473	2.2941	2.1434	
88762.973	-1	-1	
88780.124	-1	-1	
88796.427	-1	-1	
88813.332	-1	-1	
88829.492	-1	-1	
88846.945	-1	-1	
88862.831	-1	-1	
88880.333	-1	-1	
88897.21	-1	1.0477	
88914.098	-1	1.0477	
88931.265	2.3285	2.1364	
88948.704	2.3285	2.1327	
88964.651	2.4023	2.1848	
88981.786	2.4029	2.2032	
88997.852	2.394	2.1974	
89015.193	2.3849	2.1989	
89030.863	2.3883	2.2025	
89048.342	2.4022	2.194	
89064.412	2.4104	2.204	
89081.733	2.4074	2.2171	
89097.923	2.4126	2.2308	
89115.177	2.4185	2.2365	
89131.132	2.4359	2.2458	
89148.66	2.4448	2.2548	
89164.474	2.4634	2.2674	
89181.58	2.4779	2.2594	
89197.752	2.4919	2.279	
89215.253	2.5046	2.2899	
89230.994	2.523	2.3037	
89248.452	2.5322	2.3254	
89264.47	2.5457	2.35	
89281.547	2.5505	2.344	
89297.538	2.5598	2.3504	
89315.058	2.5549	2.3498	
89330.821	2.5391	2.3287	
89348.484	2.5428	2.3184	
89363.977	2.5326	2.3043	
89381.458	2.514	2.2992	
89397.682	2.4969	2.2884	
89414.908	2.4895	2.2839	
89431.081	2.4725	2.2632	
89448.183	2.4656	2.2598	
89464.097	2.4585	2.2484	
89481.341	2.4349	2.2443	
89497.728	2.4115	2.2266	
89514.883	2.4101	2.2259	
89531.037	2.3963	2.2159	
89548.285	2.3805	2.204	
89563.92	2.379	2.1929	
89581.224	2.3771	2.1931	
89597.421	2.362	2.1794	
89614.826	2.3593	2.1675	
89630.473	2.3492	2.1658	
89648.082	2.3463	2.1632	
89663.893	2.3465	2.1603	
89681.467	2.3465	2.1691	
89697.292	2.3383	2.1613	
89714.242	2.3359	2.1487	
89730.455	2.3293	2.1477	
89748.314	2.3443	2.1513	
89763.73	2.344	2.145	
89781.491	2.3376	2.1316	
89797.454	2.3297	2.1248	
89814.661	2.3131	2.1215	
89830.363	2.3218	2.1266	
89847.76	2.3207	2.1348	
89863.944	2.3207	2.1329	
89880.777	2.325	2.1387	
89896.962	2.328	2.1435	
89914.101	2.3261	2.1253	
89930.414	2.3244	2.1219	
89947.855	2.3292	2.1205	
89963.785	2.324	2.1125	
89981.089	2.3176	2.1223	
89997.166	2.3212	2.1371	
90014.6	2.321	2.1385	
90030.387	2.3311	2.1487	
90048.281	2.3405	2.1628	
90063.55	2.3475	2.1673	
90081.084	2.3613	2.1668	
90097.046	2.3734	2.178	
90114.199	2.3698	2.1933	
90130.378	2.3831	2.2039	
90147.812	2.4007	2.2022	
90163.815	2.4113	2.2124	
90181.07	2.4155	2.2249	
90196.921	2.4168	2.2505	
90214.115	2.4258	2.2495	
90229.189	2.4406	2.2316	
90245.581	-1	-1	
90261.588	-1	-1	
90278.656	-1	-1	
90294.785	-1	-1	
90312.353	-1	-1	
90328.669	-1	-1	
90346.131	-1	-1	
90363.223	1.6823	1.2516	
90380.488	1.6823	1.2516	
90396.801	2.5324	2.3051	
90414.037	2.5429	2.3096	
90430.089	2.5535	2.3438	
90447.456	2.5517	2.3598	
90463.393	2.5517	2.3702	
90480.573	2.5542	2.3558	
90496.664	2.5522	2.3504	
90513.923	2.5567	2.3484	
90530.069	2.5594	2.3633	
90547.554	2.5725	2.3861	
90563.475	2.5834	2.3981	
90580.382	2.5831	2.3978	
90596.926	2.5988	2.4125	
90614.071	2.5947	2.4156	
90630.086	2.6025	2.4289	
90647.477	2.6147	2.4242	
90663.405	2.6239	2.438	
90680.52	2.6327	2.434	
90696.668	2.6452	2.4427	
90713.717	2.6562	2.4576	
90729.684	2.6743	2.4827	
90747.429	2.6692	2.4934	
90763.26	2.6724	2.4884	
90780.251	2.6789	2.4822	
90796.609	2.6842	2.4822	
90813.428	2.6798	2.478	
90829.852	2.6738	2.4547	
90847.213	2.661	2.4492	
90863.11	2.6387	2.4235	
90880.41	2.6362	2.4107	
90896.5	2.617	2.3802	
90913.865	2.6109	2.3738	
90929.801	2.5899	2.3518	
90946.884	2.5571	2.3452	
90961.744	2.5281	2.3327	
90978.411	-1	-1	
90994.512	-1	-1	
91011.198	-1	-1	
91028.117	-1	-1	
91045.047	-1	-1	
91061.098	-1	-1	
91078.644	-1	-1	
91094.9	-1	-1	
91111.976	-1	-1	
91129.335	2.5043	2.2603	
91146.614	2.5135	2.2546	
91162.722	2.5107	2.2906	
91180.286	2.5156	2.3006	
91196.29	2.527	2.3037	
91213.505	2.5184	2.3046	
91229.641	2.5303	2.3073	
91246.797	2.5407	2.3086	
91262.701	2.5488	2.3196	
91280.249	2.5582	2.331	
91296.182	2.5742	2.3429	
91313.2	2.5791	2.3461	
91329.279	2.5939	2.3552	
91347.084	2.6138	2.3464	
91362.853	2.6254	2.3676	
91380.274	2.6223	2.3763	
91396.143	2.6265	2.3926	
91413.553	2.6341	2.4231	
91429.412	2.6538	2.4274	
91446.696	2.6609	2.4189	
91462.66	2.6715	2.431	
91479.899	2.6717	2.4312	
91496.121	2.655	2.4319	
91513.555	2.6397	2.4166	
91529.391	2.6229	2.3809	
91546.714	2.6077	2.3763	
91562.59	2.5814	2.3559	
91579.999	2.5805	2.3408	
91596.032	2.5583	2.3198	
91613.02	2.5393	2.303	
91629.416	2.5189	2.2903	
91646.599	2.516	2.3042	
91662.572	2.5065	2.2842	
91680.272	2.49	2.2725	
91695.922	2.4743	2.2608	
91713.045	2.4786	2.2587	
91729.225	2.4814	2.2526	
91746.5	2.4765	2.2596	
91762.498	2.4646	2.2508	
91779.741	2.4621	2.2546	
91795.851	2.462	2.2491	
91813.081	2.4601	2.2347	
91829.077	2.4615	2.2375	
91846.473	2.4655	2.2405	
91862.388	2.4721	2.2514	
91879.592	2.4643	2.2518	
91895.386	2.4612	2.2436	
91912.912	2.468	2.2336	
91929.055	2.482	2.2565	
91946.531	2.4855	2.2854	
91962.576	2.4933	2.2872	
91979.798	2.5053	2.2736	
91995.65	2.5196	2.2815	
92012.654	2.5223	2.2917	
92028.993	2.5276	2.2861	
92046.227	2.528	2.2848	
92062.367	2.533	2.3059	
92079.492	2.5383	2.3112	
92095.414	2.5423	2.3136	
92112.62	2.5372	2.2957	
92128.825	2.528	2.2864	
92145.926	2.5399	2.298	
92161.886	2.5371	2.2867	
92179.581	2.5203	2.2854	
92195.392	2.5147	2.2926	
92212.935	2.5155	2.2758	
92229.048	2.5071	2.2608	
92246.267	2.5097	2.2823	
92262.14	2.5116	2.2842	
92279.821	2.5066	2.2697	
92295.352	2.5065	2.2645	
92312.911	2.5129	2.2775	
92328.761	2.5175	2.2877	
92346.274	2.5119	2.2924	
92361.753	2.5048	2.2823	
92379.387	2.5056	2.2723	
92395.35	2.5099	2.2754	
92412.641	2.5053	2.2622	
92428.679	2.503	2.2687	
92446.254	2.5085	2.2719	
92461.8	2.5057	2.2668	
92479.859	2.4948	2.2719	
92495.308	2.4989	2.2693	
92512.623	2.508	2.2673	
92528.585	2.5042	2.2559	
92546.046	2.4913	2.2504	
92561.547	2.4908	2.2553	
92578.822	2.4999	2.2684	
92595.163	2.5001	2.2569	
92612.518	2.5049	2.2521	
92628.582	2.5039	2.2545	
92646.023	2.5082	2.2383	
92661.857	2.5019	2.2413	
92679.063	2.4931	2.257	
92695.362	2.5023	2.2485	
92711.175	2.5002	2.2459	
92726.798	-1	-1	
92743.657	-1	-1	
92760.142	-1	-1	
92777.658	-1	-1	
92793.82	-1	-1	
92811.595	2.4298	-1	
92828.429	2.4874	2.2583	
92845.492	2.5252	2.26	
92861.644	2.5372	2.2776	
92879.325	2.5375	2.2827	
92894.845	2.5393	2.2993	
92912.282	2.5596	2.2876	
92928.277	2.5802	2.2926	
92945.842	2.582	2.319	
92961.388	2.5908	2.3268	
92979.197	2.5867	2.3099	
92994.948	2.5981	2.3115	
93012.474	2.6054	2.3169	
93028.473	2.6044	2.3315	
93045.942	2.6099	2.3377	
93061.207	2.6229	2.3531	
93079.178	2.6307	2.3623	
93094.804	2.6487	2.3653	
93112.159	2.6532	2.3701	
93128.344	2.6575	2.3838	
93145.441	2.6685	2.3842	
93161.57	2.6674	2.3758	
93179.135	2.6585	2.3603	
93194.843	2.6615	2.3506	
93212.462	2.6634	2.366	
93228.291	2.6527	2.3716	
93245.602	2.6416	2.3693	
93261.406	2.6192	2.3531	
93279.048	2.6155	2.3297	
93294.967	2.5957	2.304	
93312.286	2.575	2.3068	
93328.25	2.5603	2.2947	
93345.582	2.549	2.3055	
93361.628	2.5337	2.2945	
93378.964	2.5358	2.2701	
93394.862	2.5181	2.2571	
93412.305	2.5131	2.2514	
93428.092	2.5009	2.2464	
93445.585	2.4849	2.2495	
93461.2	2.4891	2.2374	
93479.056	2.4933	2.244	
93494.97	2.4887	2.2484	
93511.937	2.5	2.2324	
93528.093	2.5095	2.2375	
93545.714	2.5046	2.2581	
93561.061	2.5076	2.2654	
93578.544	2.5191	2.2549	
93594.324	2.5168	2.2592	
93611.641	2.5038	2.2543	
93627.885	2.5125	2.2623	
93645.326	2.5116	2.274	
93660.826	2.5188	2.2785	
93678.467	2.5324	2.2976	
93694.155	2.524	2.2979	
93711.583	2.5274	2.2831	
93727.788	2.527	2.2894	
93745.13	2.5186	2.292	
93761.178	2.5141	2.2829	
93778.777	2.5086	2.2918	
93794.249	2.5128	2.2914	
93811.998	2.5147	2.2831	
93827.82	2.5162	2.2829	
93845.164	2.5161	2.2693	
93861.188	2.5167	2.2645	
93878.549	2.5193	2.2877	
93894.088	2.5238	2.2921	
93911.533	2.5177	2.2702	
93927.685	2.5145	2.2639	
93945.235	2.5237	2.2684	
93961.029	2.5163	2.2796	
93978.509	2.5006	2.2751	
93994.094	2.5026	2.2625	
94011.596	2.5172	2.2748	
94027.489	2.5267	2.2753	
94043.764	2.5219	2.2727	
94059.438	-1	-1	
94076.202	-1	-1	
94092.606	-1	-1	
94109.777	-1	-1	
94125.509	-1	-1	
94143.486	-1	-1	
94159.401	-1	-1	
94177.285	-1	-1	
94193.92	2.5189	2.2188	
94211.198	2.5451	2.1924	
94227.518	2.5653	2.2677	
94244.655	2.5495	2.3154	
94260.409	2.5506	2.3182	
94277.829	2.5499	2.3115	
94293.983	2.5403	2.3087	
94311.173	2.5491	2.3053	
94327.272	2.5447	2.3047	
94344.665	2.5422	2.3208	
94360.524	2.5548	2.332	
94377.824	2.5487	2.3198	
94394.049	2.554	2.3289	
94411.302	2.5743	2.3354	
94427.149	2.5854	2.3448	
94444.905	2.5855	2.3611	
94460.408	2.6138	2.3761	
94478.337	2.6206	2.3891	
94494.005	2.6285	2.411	
94511.091	2.6342	2.3981	
94527.161	2.6407	2.407	
94544.69	2.6564	2.4118	
94560.418	2.6675	2.4154	
94577.944	2.6632	2.4257	
94593.998	2.643	2.4105	
94611.304	2.6337	2.388	
94627.315	2.6112	2.3731	
94644.066	2.5969	2.3856	
94660.383	2.5749	2.3576	
94677.929	2.5604	2.3272	
94693.826	2.5394	2.3157	
94710.999	2.5209	2.2976	
94727.388	2.5069	2.276	
94744.406	2.5059	2.2773	
94760.349	2.4889	2.2625	
94777.868	2.4798	2.2813	
94793.798	2.4757	2.2734	
94810.997	2.4658	2.2568	
94827.089	2.4554	2.2503	
94844.676	2.4494	2.2558	
94860.36	2.4486	2.2374	
94877.828	2.4557	2.2182	
94893.695	2.4523	2.2186	
94911.11	2.4545	2.2257	
94926.889	2.4586	2.2258	
94944.112	2.4529	2.2221	
94960.384	2.4584	2.233	
94977.651	2.4519	2.2522	
94993.622	2.4475	2.256	
95010.953	2.4547	2.2443	
95026.918	2.4614	2.2426	
95044.054	2.4676	2.2494	
95060.312	2.4708	2.248	
95077.781	2.4792	2.2487	
95093.14	2.4806	2.256	
95110.942	2.4691	2.2503	
95126.784	2.4746	2.2518	
95144.108	2.4964	2.2592	
95160.307	2.5003	2.2586	
95177.539	2.4995	2.252	
95193.456	2.4931	2.2482	
95210.394	2.4924	2.2533	
95226.725	2.505	2.2688	
95244.107	2.5097	2.2702	
95259.988	2.5115	2.2684	
95277.547	2.5005	2.2632	
95293.257	2.5072	2.2807	
95310.413	2.5121	2.2921	
95326.718	2.5126	2.284	
95344.077	2.5254	2.2894	
95359.814	2.5308	2.2896	
95377.464	2.5306	2.2886	
95392.987	2.5305	2.2881	
95410.291	2.5207	2.2799	
95426.562	2.5226	2.2737	
95443.721	2.5329	2.2785	
95460.022	2.4668	2.2007	
95475.847	2.4158	2.1567	
95491.333	-1	-1	
95508.447	-1	-1	
95524.412	-1	-1	
95541.474	-1	-1	
95557.742	-1	-1	
95575.705	-1	-1	
95593.185	1.5466	1.6863	
95609.521	1.5466	1.6863	
95626.87	2.5214	2.3012	
95643.792	2.5357	2.286	
95659.681	2.5407	2.2826	
95676.805	2.5333	2.2877	
95692.841	2.536	2.2957	
95710.126	2.5412	2.2921	
95726.174	2.5453	2.2969	
95743.944	2.5444	2.3091	
95759.599	2.5482	2.3118	
95777.124	2.5529	2.3187	
95792.821	2.5576	2.3261	
95810.164	2.5604	2.3195	
95825.872	2.5706	2.3205	
95843.719	2.5865	2.3382	
95859.607	2.6044	2.3594	
95877.054	2.6052	2.3513	
95892.59	2.606	2.3605	
95910.549	2.6188	2.3733	
95925.969	2.6381	2.3898	
95943.806	2.6367	2.3916	
95959.486	2.6417	2.3919	
95977.151	2.6457	2.3961	
95992.707	2.6275	2.3815	
96010.317	2.6158	2.363	
96026.078	2.5954	2.3381	
96043.599	2.5815	2.3352	
96059.476	2.543	2.3137	
96076.854	2.5259	2.2921	
96092.51	2.499	2.2673	
96110.005	2.4853	2.2513	
96126.096	2.4619	2.2233	
96143.496	2.4387	2.2223	
96159.443	2.4175	2.1887	
96176.962	2.3995	2.1929	
96192.386	2.3851	2.1851	
96209.985	2.3815	2.1818	
96225.917	2.3666	2.1689	
96243.499	2.3541	2.1616	
96259.377	2.3488	2.1521	
96276.834	2.3521	2.1489	
96292.477	2.3465	2.1529	
96309.927	2.3551	2.1469	
96325.882	2.3522	2.1317	
96343.24	2.3505	2.1342	
96359.353	2.3488	2.1351	
96376.965	2.3383	2.1277	
96392.527	2.3326	2.1242	
96409.992	2.3344	2.1226	
96425.995	2.3335	2.1213	
96443.306	2.3342	2.121	
96458.871	2.3333	2.1133	
96476.781	2.3386	2.101	
96492.34	2.3283	2.1114	
96509.912	2.3144	2.1297	
96525.59	2.3158	2.1359	
96543.265	2.3123	2.139	
96558.864	2.3143	2.1325	
96576.609	2.3199	2.1205	
96592.132	2.3211	2.1266	
96609.935	2.3136	2.1346	
96625.349	2.3115	2.1299	
96642.854	2.3139	2.1238	
96658.788	2.3184	2.1147	
96676.62	2.3206	2.1082	
96692.201	2.3221	2.1113	
96709.857	2.3217	2.1298	
96725.418	2.3227	2.1282	
96742.933	2.3379	2.1181	
96758.831	2.3327	2.1176	
96776.72	2.3228	2.1213	
96792.14	2.3212	2.1222	
96809.921	2.3104	2.1143	
96825.564	2.3084	2.1154	
96843.138	2.3098	2.1161	
96858.984	2.3112	2.0988	
96876.604	2.3211	2.1068	
96892.203	2.3302	2.1199	
96909.434	2.3267	2.1186	
96925.454	2.3238	2.1205	
96943.022	2.3146	2.1219	
96958.819	2.3175	2.1216	
96975.849	2.3387	2.1176	
96991.831	2.3418	2.1267	
97009.319	2.3419	2.1297	
97025.472	2.3413	2.1312	
97042.344	2.3307	2.1371	
97058.814	2.3395	2.1435	
97075.918	2.3437	2.1402	
97091.708	2.3422	2.1363	
97109.263	2.3497	2.1369	
97125.309	2.3493	2.1276	
97141.54	2.3405	2.1271	
97157.178	-1	-1	
97174.106	-1	-1	
97190.395	-1	-1	
97207.397	-1	-1	
97223.749	-1	-1	
97241.226	-1	-1	
97258.802	1.7054	1.6835	
97275.939	1.7054	1.6835	
97291.748	2.379	2.1756	
97308.864	2.3871	2.1809	
97325.152	2.3869	2.1879	
97342.654	2.395	2.186	
97358.565	2.413	2.1944	
97375.912	2.413	2.1895	
97391.501	2.431	2.2039	
97409.353	2.4389	2.2229	
97425.025	2.4463	2.2446	
97442.78	2.4522	2.2566	
97458.564	2.4757	2.2548	
97475.956	2.4876	2.2509	
97491.546	2.4933	2.2663	
97509.112	2.5042	2.2636	
97524.905	2.5228	2.2728	
97542.309	2.5226	2.2723	
97558.59	2.54	2.288	
97575.651	2.5526	2.302	
97591.48	2.5635	2.3177	
97608.567	2.5781	2.3175	
97624.935	2.5844	2.321	
97642.18	2.5831	2.3119	
97658.386	2.5693	2.2984	
97675.534	2.5475	2.3067	
97691.39	2.5196	2.2857	
97709.573	2.5106	2.2658	
97726.087	2.4853	2.2457	
97742.885	2.4637	2.2318	
97759.573	2.4294	2.2086	
97776.295	2.4284	2.213	
97791.145	2.4067	2.1965	
97809.599	2.385	2.1766	
97842.97	2.3703	2.1503	
97876.256	2.3601	2.1539	
97892.332	2.3445	2.1471	
97893.182	2.3405	2.1473	
97893.433	2.3259	2.1384	
97894.935			stop_trial trial grey
97896.462			
97898.684			
97899.809			
97900.922			
97902.058			
97903.193			
97904.328			
97905.446			
97906.567			
97907.683			
97908.804			
97909.927			
97911.053			
97912.194			
97913.303			
97914.429			
97915.546			
97916.659			
97917.774			
97918.908			
97920.015			
97921.124			
97922.254			
97923.373			
97924.507			
97925.64			
97926.768			
97927.902			
97929.017			
97930.137			
97931.259			
97932.39			
97933.557			
97934.679			
97935.795			
97936.921			
97938.052			
97939.182			
97940.3			
97941.436			
97942.571			
97943.706			
97944.832			
97945.962			
97947.077			
97948.21			
97949.34			
97950.446			
97951.559			
97952.692			
97953.824			
97954.954			
97956.079			
97957.192			
97958.298			
97959.422			
97960.555			
97961.687			
97962.804			
97963.913			
97965.045			
97966.165			
97967.292			
97968.401			
97969.527			
97970.664			
97971.798			
97972.922			
97974.046			
97975.174			
97976.276			
97977.416			
97978.548			
97979.676			
97980.807			
97982.002			
97983.119			
97984.251			
97985.35			
97986.493			
97987.624			
97988.753			
97989.886			
97991.01			
97992.122			
97993.252			
97994.392			
97995.505			
97996.622			
97997.749			
97998.858			
97999.966			
98001.101			
98002.219			
98003.364			
98004.505			
98005.64			
98006.766			
98007.897			
98009.019			
98495.176	-1	-1	
98521.704	-1	-1	
98560.291	-1	-1	
98591.375	-1	-1	
98598.017	-1	-1	
98614.606	2.4677	2.2391	
98631.662	2.4568	2.2302	
98648.26	2.4221	2.1961	
98665.504	2.3925	2.1848	
98681.448	2.3688	2.1653	
98698.634	2.3644	2.1624	
98714.469	2.3661	2.1691	
98731.649	2.3739	2.169	
98748.101	2.3746	2.1646	
98765.101	2.371	2.159	
98781.297	2.3718	2.1584	
98798.666	2.3912	2.1569	
98814.69	2.3976	2.1527	
98831.55	2.3903	2.1531	
98847.168	2.3905	2.1207	
98862.851	-1	-1	
98879.612	-1	-1	
98896.45	-1	-1	
98912.675	-1	-1	
98929.815	-1	-1	
98947.165	1.5491	1.4594	
98964.21	1.5491	1.4594	
98981.206	2.4359	2.2154	
98998.414	2.4379	2.2095	
99014.359	2.4396	2.2124	
99031.499	2.4539	2.2152	
99047.814	2.468	2.2232	
