ECG	events
0.0663757	
0.0640869	
0.0610352	
0.057373	
0.0538635	
0.0497437	
0.0465393	
0.0422668	
0.0393677	
0.035553	
0.0315857	
0.0286865	
0.0250244	
0.0209045	
0.017395	
0.0137329	
0.0102234	
0.00579834	
0.00320435	
0.000305176	
-0.00350952	
-0.00701904	
-0.0106812	
-0.0141907	
-0.0183105	
-0.0213623	
-0.0256348	
-0.0291443	
-0.032959	
-0.0363159	
-0.0405884	
-0.043335	
-0.0474548	
-0.0508118	
-0.0550842	
-0.0579834	
-0.0611877	
-0.0648499	
-0.0675964	
-0.0701904	
-0.072937	
-0.0752258	
-0.0778198	
-0.0817871	
-0.0848389	
-0.0869751	
-0.0895691	
-0.0918579	
-0.0947571	
-0.0970459	
-0.0990295	
-0.100098	
-0.101624	
-0.10376	
-0.10498	
-0.106354	
-0.106964	
-0.108337	
-0.109558	
-0.111237	
-0.112152	
-0.114136	
-0.115814	
-0.117035	
-0.119171	
-0.121155	
-0.121918	
-0.123901	
-0.126648	
-0.128021	
-0.129395	
-0.131531	
-0.133057	
-0.134125	
-0.136261	
-0.137634	
-0.139008	
-0.140991	
-0.14328	
-0.14389	
-0.146179	
-0.148315	
-0.148621	
-0.150452	
-0.150909	
-0.151215	
-0.152893	
-0.153046	
-0.153656	
-0.153656	
-0.153503	
-0.153503	
-0.153198	
-0.153198	
-0.153503	
-0.153198	
-0.152283	
-0.15152	
-0.150909	
-0.150757	
-0.151062	
-0.151825	
-0.153198	
-0.153351	
-0.153351	
-0.153351	
-0.153198	
-0.153656	
-0.154114	
-0.155334	
-0.155945	
-0.155945	
-0.155792	
-0.15625	
-0.157928	
-0.158386	
-0.158234	
-0.158234	
-0.158234	
-0.158234	
-0.158386	
-0.158234	
-0.158234	
-0.158539	
-0.158234	
-0.158386	
-0.157776	
-0.156097	
-0.155792	
-0.15564	
-0.155792	
-0.155029	
-0.154114	
-0.153198	
-0.153198	
-0.151672	
-0.150452	
-0.148926	
-0.148315	
-0.147858	
-0.146332	
-0.145874	
-0.145416	
-0.144043	
-0.143433	
-0.143433	
-0.142975	
-0.141754	
-0.141449	
-0.140686	
-0.139618	
-0.138855	
-0.138397	
-0.136566	
-0.136108	
-0.135803	
-0.134583	
-0.133209	
-0.131531	
-0.131073	
-0.131073	
-0.129547	
-0.128479	
-0.126801	
-0.126343	
-0.125732	
-0.124359	
-0.124207	
-0.124054	
-0.123596	
-0.121918	
-0.121307	
-0.121918	
-0.121155	
-0.119934	
-0.119324	
-0.119171	
-0.119171	
-0.118408	
-0.117035	
-0.116577	
-0.11673	
-0.116119	
-0.115967	
-0.114746	
-0.114136	
-0.113373	
-0.112305	
-0.111847	
-0.111542	
-0.109863	
-0.109253	
-0.108948	
-0.107727	
-0.106812	
-0.106964	
-0.106354	
-0.105286	
-0.104675	
-0.104065	
-0.102386	
-0.101929	
-0.102081	
-0.101471	
-0.100098	
-0.0990295	
-0.0976563	
-0.096283	
-0.0952148	
-0.0941467	
-0.0923157	
-0.0915527	
-0.0901794	
-0.0895691	
-0.0891113	
-0.087738	
-0.087738	
-0.0872803	
-0.0871277	
-0.0872803	
-0.0866699	
-0.0849915	
-0.0846863	
-0.0846863	
-0.0849915	
-0.0845337	
-0.0846863	
-0.0848389	
-0.0848389	
-0.0854492	
-0.0845337	
-0.0846863	
-0.0840759	
-0.0828552	
-0.0822449	
-0.0816345	
-0.0805664	
-0.0793457	
-0.0778198	
-0.0767517	
-0.0758362	
-0.0746155	
-0.072937	
-0.0718689	
-0.0701904	
-0.0682068	
-0.0674438	
-0.065155	
-0.0631714	
-0.0621033	
-0.0610352	
-0.06073	
-0.0605774	
-0.0598145	
-0.0587463	
-0.0578308	
-0.0579834	
-0.0578308	
-0.058136	
-0.0578308	
-0.0578308	
-0.0579834	
-0.0579834	
-0.0576782	
-0.0579834	
-0.0576782	
-0.0578308	
-0.0572205	
-0.0559998	
-0.0553894	
-0.0547791	
-0.0534058	
-0.0531006	
-0.0526428	
-0.0527954	
-0.0511169	
-0.0506592	
-0.0505066	
-0.0500488	
-0.0486755	
-0.0476074	
-0.0476074	
-0.0460815	
-0.0454712	
-0.0448608	
-0.0436401	
-0.0434875	
-0.0422668	
-0.0415039	
-0.0408936	
-0.0405884	
-0.040741	
-0.0401306	
-0.0387573	
-0.0382996	
-0.0379944	
-0.0382996	
-0.0378418	
-0.0363159	
-0.0358582	
-0.0357056	
-0.0360107	
-0.0352478	
-0.0337219	
-0.0334167	
-0.0332642	
-0.0332642	
-0.0331116	
-0.0328064	
-0.0334167	
-0.0331116	
-0.0328064	
-0.0315857	
-0.0306702	
-0.0312805	
-0.0308228	
-0.0312805	
-0.0311279	
-0.0312805	
-0.0309753	
-0.0314331	
-0.0309753	
-0.0306702	
-0.0308228	
-0.0305176	
-0.0306702	
-0.0314331	
-0.0308228	
-0.0309753	
-0.0311279	
-0.0311279	
-0.0300598	
-0.0289917	
-0.0286865	
-0.0286865	
-0.0285339	
-0.0283813	
-0.0285339	
-0.0285339	
-0.0282288	
-0.0276184	
-0.0268555	
-0.0260925	
-0.0263977	
-0.0257874	
-0.0256348	
-0.0253296	
-0.0234985	
-0.0234985	
-0.0234985	
-0.0234985	
-0.0234985	
-0.0228882	
-0.0218201	
-0.0212097	
-0.0212097	
-0.0209045	
-0.0212097	
-0.0204468	
-0.0190735	
-0.0187683	
-0.0184631	
-0.0184631	
-0.0189209	
-0.0183105	
-0.0169373	
-0.0158691	
-0.0161743	
-0.0163269	
-0.0163269	
-0.0158691	
-0.0143433	
-0.0140381	
-0.0135803	
-0.0134277	
-0.0134277	
-0.0140381	
-0.0137329	
-0.0138855	
-0.0138855	
-0.0137329	
-0.0137329	
-0.0144958	
-0.0160217	
-0.0158691	
-0.0161743	
-0.0158691	
-0.0166321	
-0.0178528	
-0.0183105	
-0.0184631	
-0.0184631	
-0.0189209	
-0.0192261	
-0.0209045	
-0.0213623	
-0.0209045	
-0.0209045	
-0.0216675	
-0.0231934	
-0.0234985	
-0.0239563	
-0.0239563	
-0.0254822	
-0.0257874	
-0.0267029	
-0.0274658	
-0.0280762	
-0.0286865	
-0.0283813	
-0.0285339	
-0.0286865	
-0.0286865	
-0.0280762	
-0.0286865	
-0.027771	
-0.0267029	
-0.0260925	
-0.0259399	
-0.0259399	
-0.0260925	
-0.0256348	
-0.0241089	
-0.0236511	
-0.0238037	
-0.0234985	
-0.0236511	
-0.0233459	
-0.0228882	
-0.0212097	
-0.0210571	
-0.0205994	
-0.0192261	
-0.0189209	
-0.0184631	
-0.0180054	
-0.0167847	
-0.0161743	
-0.0164795	
-0.0166321	
-0.0161743	
-0.0163269	
-0.0164795	
-0.0160217	
-0.0163269	
-0.0158691	
-0.0164795	
-0.0164795	
-0.018158	
-0.0184631	
-0.0184631	
-0.0178528	
-0.0186157	
-0.0187683	
-0.0184631	
-0.0186157	
-0.0186157	
-0.0190735	
-0.0205994	
-0.0212097	
-0.0205994	
-0.0215149	
-0.0210571	
-0.0218201	
-0.0230408	
-0.0236511	
-0.0238037	
-0.0238037	
-0.0236511	
-0.0241089	
-0.0234985	
-0.0233459	
-0.0231934	
-0.022583	
-0.0216675	
-0.0210571	
-0.0209045	
-0.0205994	
-0.020752	
-0.0192261	
-0.0186157	
-0.0184631	
-0.0186157	
-0.0183105	
-0.0184631	
-0.0183105	
-0.0166321	
-0.0163269	
-0.0166321	
-0.0160217	
-0.0161743	
-0.0164795	
-0.0161743	
-0.0163269	
-0.0161743	
-0.0158691	
-0.0169373	
-0.0183105	
-0.0186157	
-0.0190735	
-0.0184631	
-0.0186157	
-0.0183105	
-0.0169373	
-0.0161743	
-0.0161743	
-0.0161743	
-0.0163269	
-0.0161743	
-0.0163269	
-0.0160217	
-0.0160217	
-0.0158691	
-0.0164795	
-0.0180054	
-0.0189209	
-0.0187683	
-0.0187683	
-0.0192261	
-0.0204468	
-0.0209045	
-0.0210571	
-0.0212097	
-0.0213623	
-0.0213623	
-0.0212097	
-0.0210571	
-0.0210571	
-0.0210571	
-0.0209045	
-0.0210571	
-0.0210571	
-0.0209045	
-0.0202942	
-0.0193787	
-0.0186157	
-0.0187683	
-0.0186157	
-0.0186157	
-0.0178528	
-0.0166321	
-0.0164795	
-0.0161743	
-0.0157166	
-0.015564	
-0.0144958	
-0.0138855	
-0.0135803	
-0.0120544	
-0.0114441	
-0.0109863	
-0.0112915	
-0.0112915	
-0.0111389	
-0.0111389	
-0.0105286	
-0.00915527	
-0.00915527	
-0.0106812	
-0.0115967	
-0.0109863	
-0.00946045	
-0.0088501	
-0.00915527	
-0.00869751	
-0.00915527	
-0.00869751	
-0.00961304	
-0.0111389	
-0.0115967	
-0.0114441	
-0.0109863	
-0.0111389	
-0.0111389	
-0.0112915	
-0.0119019	
-0.0131226	
-0.0137329	
-0.0137329	
-0.0137329	
-0.0135803	
-0.0135803	
-0.0137329	
-0.0137329	
-0.0132751	
-0.0119019	
-0.0109863	
-0.0112915	
-0.0114441	
-0.0112915	
-0.0112915	
-0.0114441	
-0.0106812	
-0.00930786	
-0.0088501	
-0.00869751	
-0.00854492	
-0.00869751	
-0.00869751	
-0.0088501	
-0.0088501	
-0.0088501	
-0.0088501	
-0.0088501	
-0.00808716	
-0.00671387	
-0.00656128	
-0.00640869	
-0.00640869	
-0.00640869	
-0.00564575	
-0.00457764	
-0.00366211	
-0.00396729	
-0.00396729	
-0.00396729	
-0.0038147	
-0.00396729	
-0.00411987	
-0.00396729	
-0.00411987	
-0.00396729	
-0.00396729	
-0.00396729	
-0.0038147	
-0.00396729	
-0.00427246	
-0.0038147	
-0.00427246	
-0.00549316	
-0.00610352	
-0.00640869	
-0.00640869	
-0.00610352	
-0.0062561	
-0.00656128	
-0.00686646	
-0.00839233	
-0.0088501	
-0.0088501	
-0.00854492	
-0.00793457	
-0.00701904	
-0.0062561	
-0.00640869	
-0.00579834	
-0.00457764	
-0.00396729	
-0.00335693	
-0.00213623	
-0.00167847	
-0.000762939	
0.000305176	
0.000762939	
0.00106812	
0.0012207	
0.00106812	
0.000762939	
0.000610352	
0.00106812	
0.000762939	
0.000610352	
0.000915527	
0.000610352	
0.000610352	
-0.000915527	
-0.00137329	
-0.00137329	
-0.00167847	
-0.00213623	
-0.00335693	
-0.0038147	
-0.0038147	
-0.00396729	
-0.00411987	
-0.00396729	
-0.00411987	
-0.00411987	
-0.00366211	
-0.00396729	
-0.00366211	
-0.00366211	
-0.00228882	
-0.00183105	
-0.00183105	
-0.00152588	
-0.0012207	
0.000152588	
0.000762939	
0.000610352	
0.00106812	
0.00183105	
0.00274658	
0.00320435	
0.00335693	
0.00411987	
0.0050354	
0.00564575	
0.00579834	
0.00549316	
0.0062561	
0.00762939	
0.00808716	
0.00823975	
0.00808716	
0.00854492	
0.00778198	
0.00656128	
0.00595093	
0.00549316	
0.00534058	
0.00610352	
0.00549316	
0.00579834	
0.00595093	
0.00564575	
0.00564575	
0.00579834	
0.00610352	
0.00610352	
0.00595093	
0.0062561	
0.00595093	
0.00564575	
0.00579834	
0.00549316	
0.00579834	
0.00595093	
0.00549316	
0.00579834	
0.00549316	
0.00518799	
0.0038147	
0.00335693	
0.00335693	
0.00350952	
0.00335693	
0.0038147	
0.00335693	
0.00335693	
0.00335693	
0.00320435	
0.00366211	
0.00549316	
0.00579834	
0.00579834	
0.00564575	
0.00579834	
0.00595093	
0.00610352	
0.00762939	
0.00793457	
0.00808716	
0.00823975	
0.00839233	
0.00808716	
0.00823975	
0.0088501	
0.0102234	
0.0108337	
0.0109863	
0.010376	
0.0105286	
0.0112915	
0.0125122	
0.01297	
0.01297	
0.0131226	
0.0131226	
0.0131226	
0.0132751	
0.0131226	
0.01297	
0.01297	
0.0131226	
0.0131226	
0.01297	
0.01297	
0.0132751	
0.0131226	
0.0131226	
0.0131226	
0.01297	
0.0131226	
0.0123596	
0.0112915	
0.0108337	
0.0108337	
0.0108337	
0.0108337	
0.0106812	
0.0109863	
0.0105286	
0.010376	
0.0106812	
0.0114441	
0.0123596	
0.01297	
0.01297	
0.0137329	
0.0146484	
0.015564	
0.0158691	
0.0161743	
0.017395	
0.0175476	
0.018158	
0.0184631	
0.0196838	
0.0202942	
0.0202942	
0.0204468	
0.0204468	
0.0201416	
0.0186157	
0.018158	
0.0178528	
0.018158	
0.0178528	
0.0177002	
0.0177002	
0.0178528	
0.0186157	
0.0201416	
0.0209045	
0.022583	
0.0233459	
0.025177	
0.0256348	
0.0276184	
0.0285339	
0.0300598	
0.0300598	
0.0300598	
0.0299072	
0.030365	
0.0306702	
0.0299072	
0.0280762	
0.0280762	
0.0270081	
0.0257874	
0.0256348	
0.0247192	
0.0233459	
0.0230408	
0.0222778	
0.0205994	
0.0204468	
0.020752	
0.0202942	
0.0202942	
0.0209045	
0.022583	
0.0230408	
0.0236511	
0.0248718	
0.0256348	
0.0276184	
0.0302124	
0.032196	
0.0331116	
0.0350952	
0.0375366	
0.0393677	
0.0401306	
0.0422668	
0.0436401	
0.0450134	
0.0465393	
0.0471497	
0.0469971	
0.0469971	
0.0468445	
0.0468445	
0.0450134	
0.0437927	
0.042572	
0.0413513	
0.039978	
0.0375366	
0.0350952	
0.0331116	
0.0323486	
0.0300598	
0.027771	
0.0253296	
0.0230408	
0.0221252	
0.0205994	
0.0177002	
0.0160217	
0.0149536	
0.0128174	
0.0111389	
0.0100708	
0.00854492	
0.00747681	
0.0062561	
0.00595093	
0.00518799	
0.0038147	
0.00366211	
0.00335693	
0.00366211	
0.00335693	
0.00335693	
0.00396729	
0.00518799	
0.0062561	
0.00747681	
0.00854492	
0.0100708	
0.0111389	
0.0134277	
0.0146484	
0.0160217	
0.0183105	
0.0196838	
0.020752	
0.0227356	
0.0250244	
0.0260925	
0.0273132	
0.0285339	
0.0299072	
0.0312805	
0.032196	
0.0326538	
0.0335693	
0.0346375	
0.03479	
0.0357056	
0.0372314	
0.0372314	
0.038147	
0.0398254	
0.0405884	
0.0413513	
0.0419617	
0.0428772	
0.0442505	
0.0453186	
0.0463867	
0.0471497	
0.0492859	
0.0514221	
0.0524902	
0.0535583	
0.0549316	
0.0563049	
0.0567627	
0.0572205	
0.0587463	
0.0593567	
0.0601196	
0.0610352	
0.0617981	
0.0617981	
0.0636292	
0.0640869	
0.0637817	
0.0642395	
0.0643921	
0.0646973	
0.0640869	
0.0640869	
0.0636292	
0.0622559	
0.0613403	
0.0593567	
0.0563049	
0.0543213	
0.0518799	
0.0491333	
0.0471497	
0.0448608	
0.0437927	
0.0419617	
0.0401306	
0.037384	
0.035553	
0.0349426	
0.0326538	
0.0308228	
0.0297546	
0.0280762	
0.0276184	
0.025177	
0.0233459	
0.0221252	
0.0205994	
0.0196838	
0.0178528	
0.0160217	
0.0151062	
0.0137329	
0.0126648	
0.0111389	
0.0100708	
0.00869751	
0.00747681	
0.00640869	
0.00595093	
0.0050354	
0.00396729	
0.00320435	
0.00320435	
0.00152588	
0.000762939	
0.000762939	
0.000610352	
0.000610352	
0.000762939	
0.00106812	
0.000915527	
0.00137329	
0.000762939	
0.000762939	
0.000915527	
0.000915527	
0.00106812	
0.000762939	
0.0012207	
0.000915527	
0.00106812	
0.000915527	
0.000762939	
0.000915527	
0.000915527	
0.000762939	
0.000457764	
-0.00106812	
-0.00152588	
-0.00152588	
-0.00183105	
-0.00213623	
-0.00335693	
-0.00366211	
-0.00396729	
-0.00366211	
-0.0038147	
-0.0038147	
-0.00411987	
-0.00320435	
-0.00213623	
-0.00137329	
-0.00152588	
-0.000610352	
0.000152588	
0.000762939	
0.0012207	
0.00289917	
0.00320435	
0.0038147	
0.00534058	
0.00564575	
0.00595093	
0.0062561	
0.00793457	
0.00808716	
0.00778198	
0.00671387	
0.00610352	
0.00549316	
0.00579834	
0.00579834	
0.00610352	
0.00610352	
0.00595093	
0.00595093	
0.00549316	
0.00564575	
0.00656128	
0.00747681	
0.00808716	
0.00839233	
0.00869751	
0.0102234	
0.0108337	
0.0112915	
0.0128174	
0.0128174	
0.0135803	
0.0146484	
0.015564	
0.0161743	
0.0170898	
0.0175476	
0.0177002	
0.0186157	
0.0198364	
0.0202942	
0.0209045	
0.0202942	
0.0204468	
0.0202942	
0.0201416	
0.0196838	
0.0186157	
0.0184631	
0.018158	
0.0178528	
0.0177002	
0.0177002	
0.0186157	
0.0183105	
0.0178528	
0.018158	
0.0172424	
0.0161743	
0.015564	
0.015564	
0.0151062	
0.0134277	
0.0131226	
0.0126648	
0.0114441	
0.0106812	
0.0109863	
0.0109863	
0.0106812	
0.0105286	
0.0115967	
0.0123596	
0.0132751	
0.0135803	
0.015564	
0.017395	
0.0183105	
0.0205994	
0.022583	
0.0256348	
0.027771	
0.030365	
0.0320435	
0.0331116	
0.0354004	
0.0376892	
0.039978	
0.0421143	
0.0445557	
0.0468445	
0.0500488	
0.0540161	
0.0572205	
0.0617981	
0.0671387	
0.0738525	
0.0811768	
0.0894165	
0.0987244	
0.108948	
0.121002	
0.135803	
0.15274	
0.172577	
0.194702	
0.220184	
0.247955	
0.278473	
0.312042	
0.34729	
0.385895	
0.427399	
0.471344	
0.517273	
0.564423	
0.613556	
0.664825	
0.717316	
0.770111	
0.823517	
0.87738	
0.931702	
0.98526	
1.03882	
1.0907	
1.14166	
1.19003	
1.23779	
1.28357	
1.3266	
1.36688	
1.40457	
1.43738	
1.46652	
1.49063	
1.51031	
1.52542	
1.53687	
1.54251	
1.54526	
1.54465	
1.53976	
1.53015	
1.51794	
1.50269	
1.48361	
1.46118	
1.43463	
1.40488	
1.37085	
1.33408	
1.29181	
1.2468	
1.19919	
1.14807	
1.09375	
1.03607	
0.977478	
0.917358	
0.854797	
0.791321	
0.727386	
0.663147	
0.597382	
0.532074	
0.467529	
0.402222	
0.338898	
0.2771	
0.216522	
0.158081	
0.100403	
0.0453186	
-0.00579834	
-0.0552368	
-0.101471	
-0.145264	
-0.18692	
-0.223999	
-0.258636	
-0.292053	
-0.32135	
-0.348816	
-0.374146	
-0.397491	
-0.417633	
-0.434723	
-0.449829	
-0.463257	
-0.474243	
-0.483551	
-0.490723	
-0.496063	
-0.500793	
-0.503235	
-0.503998	
-0.503235	
-0.501251	
-0.498352	
-0.493011	
-0.488739	
-0.483704	
-0.47699	
-0.471344	
-0.464783	
-0.457306	
-0.449829	
-0.442505	
-0.435181	
-0.427704	
-0.420685	
-0.412292	
-0.405731	
-0.398102	
-0.391083	
-0.384064	
-0.376434	
-0.368805	
-0.361786	
-0.354156	
-0.346527	
-0.339966	
-0.33432	
-0.327148	
-0.320892	
-0.314331	
-0.308228	
-0.30304	
-0.297699	
-0.292969	
-0.287933	
-0.283203	
-0.278015	
-0.273743	
-0.270081	
-0.266418	
-0.263977	
-0.261383	
-0.258789	
-0.256195	
-0.253754	
-0.251007	
-0.249176	
-0.246429	
-0.244141	
-0.241699	
-0.239868	
-0.238342	
-0.236511	
-0.23468	
-0.233612	
-0.231476	
-0.230255	
-0.229187	
-0.226898	
-0.225372	
-0.224152	
-0.222321	
-0.222168	
-0.221405	
-0.220337	
-0.219116	
-0.217438	
-0.21637	
-0.215149	
-0.214233	
-0.21286	
-0.212402	
-0.211639	
-0.209808	
-0.209351	
-0.20813	
-0.206451	
-0.20462	
-0.202942	
-0.201721	
-0.200195	
-0.19928	
-0.198059	
-0.196686	
-0.19455	
-0.193329	
-0.191956	
-0.189972	
-0.187836	
-0.187073	
-0.185242	
-0.183411	
-0.182037	
-0.180511	
-0.17807	
-0.177307	
-0.175476	
-0.174866	
-0.173492	
-0.172272	
-0.170593	
-0.170441	
-0.169983	
-0.168152	
-0.167847	
-0.167999	
-0.167542	
-0.166016	
-0.165253	
-0.164795	
-0.163422	
-0.163422	
-0.162506	
-0.161591	
-0.160522	
-0.160065	
-0.158997	
-0.158234	
-0.157013	
-0.15625	
-0.155487	
-0.155182	
-0.154266	
-0.153503	
-0.152588	
-0.151672	
-0.150909	
-0.150299	
-0.148773	
-0.148468	
-0.147858	
-0.146332	
-0.146179	
-0.146027	
-0.145416	
-0.14389	
-0.143738	
-0.143127	
-0.141907	
-0.141144	
-0.141449	
-0.140228	
-0.138855	
-0.138855	
-0.138855	
-0.138245	
-0.136566	
-0.136414	
-0.136414	
-0.135803	
-0.134277	
-0.134125	
-0.133362	
-0.131989	
-0.131531	
-0.13092	
-0.129242	
-0.128632	
-0.128174	
-0.126953	
-0.125732	
-0.124207	
-0.124054	
-0.122833	
-0.121765	
-0.121155	
-0.119629	
-0.118713	
-0.11734	
-0.115967	
-0.114594	
-0.113678	
-0.111847	
-0.110474	
-0.10849	
-0.107574	
-0.106354	
-0.104523	
-0.10376	
-0.102386	
-0.101776	
-0.101624	
-0.101471	
-0.100098	
-0.0996399	
-0.0993347	
-0.0990295	
-0.0991821	
-0.0993347	
-0.0993347	
-0.0994873	
-0.0994873	
-0.0994873	
-0.0994873	
-0.0993347	
-0.0994873	
-0.0993347	
-0.098877	
-0.0973511	
-0.0968933	
-0.0964355	
-0.0947571	
-0.0939941	
-0.0924683	
-0.0915527	
-0.0901794	
-0.0891113	
-0.0875854	
-0.0872803	
-0.0866699	
-0.0854492	
-0.0849915	
-0.0839233	
-0.0831604	
-0.0820923	
-0.0820923	
-0.0822449	
-0.0820923	
-0.0817871	
-0.0801086	
-0.0799561	
-0.0801086	
-0.0798035	
-0.0793457	
-0.078125	
-0.0775146	
-0.0770569	
-0.0776672	
-0.0776672	
-0.0776672	
-0.0770569	
-0.0753784	
-0.0753784	
-0.0750732	
-0.0749207	
-0.0743103	
-0.0730896	
-0.0726318	
-0.0727844	
-0.0727844	
-0.0721741	
-0.071106	
-0.0701904	
-0.0692749	
-0.0682068	
-0.0671387	
-0.0657654	
-0.0646973	
-0.0634766	
-0.0627136	
-0.0622559	
-0.0613403	
-0.0604248	
-0.0596619	
-0.0582886	
-0.0578308	
-0.0578308	
-0.0578308	
-0.0575256	
-0.0575256	
-0.0558472	
-0.055542	
-0.0553894	
-0.0549316	
-0.0531006	
-0.0526428	
-0.0511169	
-0.0505066	
-0.0498962	
-0.0485229	
-0.0474548	
-0.0460815	
-0.045166	
-0.0437927	
-0.042572	
-0.0413513	
-0.0402832	
-0.0387573	
-0.0376892	
-0.0363159	
-0.0358582	
-0.035553	
-0.0338745	
-0.0337219	
-0.0331116	
-0.0314331	
-0.0305176	
-0.0289917	
-0.027771	
-0.0268555	
-0.0256348	
-0.0239563	
-0.0231934	
-0.0216675	
-0.0202942	
-0.0192261	
-0.0178528	
-0.0163269	
-0.0166321	
-0.0154114	
-0.0138855	
-0.0138855	
-0.0138855	
-0.0132751	
-0.0117493	
-0.0114441	
-0.0106812	
-0.0088501	
-0.00854492	
-0.00869751	
-0.00854492	
-0.00686646	
-0.00640869	
-0.0062561	
-0.00656128	
-0.0062561	
-0.00579834	
-0.00442505	
-0.00396729	
-0.00396729	
-0.00366211	
-0.00183105	
-0.00167847	
-0.0012207	
0	
0.00152588	
0.00335693	
0.0038147	
0.00534058	
0.00656128	
0.00793457	
0.00869751	
0.00991821	
0.0112915	
0.0123596	
0.0137329	
0.014801	
0.0160217	
0.0177002	
0.0186157	
0.0201416	
0.0209045	
0.022583	
0.0234985	
0.0247192	
0.0259399	
0.0273132	
0.027771	
0.0283813	
0.0297546	
0.0302124	
0.0308228	
0.0320435	
0.0332642	
0.0346375	
0.0358582	
0.0375366	
0.038147	
0.0395203	
0.039978	
0.0418091	
0.0439453	
0.0450134	
0.0463867	
0.0473022	
0.0495911	
0.0514221	
0.0524902	
0.0544739	
0.0564575	
0.0576782	
0.0593567	
0.0614929	
0.0624084	
0.0642395	
0.0660706	
0.0669861	
0.068512	
0.0697327	
0.0709534	
0.0718689	
0.0741577	
0.0758362	
0.0772095	
0.0779724	
0.0794983	
0.080719	
0.0814819	
0.0837708	
0.0856018	
0.0869751	
0.0883484	
0.088501	
0.0894165	
0.0906372	
0.0909424	
0.0918579	
0.092926	
0.0933838	
0.0938416	
0.0958252	
0.0965881	
0.0982666	
0.0990295	
0.100098	
0.100708	
0.101166	
0.103302	
0.105133	
0.106201	
0.108337	
0.110626	
0.112762	
0.114899	
0.116425	
0.11795	
0.12085	
0.122681	
0.124664	
0.125427	
0.127716	
0.129852	
0.130463	
0.132141	
0.132294	
0.132904	
0.13443	
0.134888	
0.135956	
0.137177	
0.137482	
0.137634	
0.137482	
0.137787	
0.137329	
0.137939	
0.137939	
0.137024	
0.135651	
0.13504	
0.135193	
0.134735	
0.133362	
0.132599	
0.132294	
0.132904	
0.132599	
0.133057	
0.132751	
0.132751	
0.132294	
0.132599	
0.133057	
0.132904	
0.132599	
0.132904	
0.132904	
0.132751	
0.133209	
0.132294	
0.132141	
0.130768	
0.130463	
0.13031	
0.129547	
0.128479	
0.127106	
0.12558	
0.124664	
0.122986	
0.12085	
0.120239	
0.11795	
0.115662	
0.113678	
0.112762	
0.110626	
0.108032	
0.105896	
0.103149	
0.100708	
0.0984192	
0.0967407	
0.0953674	
0.0938416	
0.0909424	
0.087738	
0.0839233	
0.0811768	
0.0785828	
0.0764465	
0.0737	
0.0712585	
0.0686646	
0.0646973	
0.0617981	
0.0587463	
0.0549316	
0.0521851	
0.0485229	
0.0453186	
0.0415039	
0.038147	
0.0352478	
0.032196	
0.0280762	
0.0250244	
0.0210571	
0.017395	
0.0132751	
0.0105286	
0.00762939	
0.00350952	
0.00106812	
-0.00213623	
-0.00595093	
-0.00869751	
-0.0120544	
-0.0158691	
-0.0190735	
-0.0228882	
-0.0260925	
-0.0288391	
-0.032959	
-0.0361633	
-0.0404358	
-0.0436401	
-0.0476074	
-0.0511169	
-0.0549316	
-0.058136	
-0.0608826	
-0.0646973	
-0.0679016	
-0.070343	
-0.0724792	
-0.075531	
-0.0794983	
-0.0819397	
-0.0846863	
-0.0869751	
-0.090332	
-0.0939941	
-0.0970459	
-0.0996399	
-0.101013	
-0.102692	
-0.104218	
-0.106812	
-0.108795	
-0.109711	
-0.111847	
-0.113525	
-0.115051	
-0.116119	
-0.116882	
-0.119324	
-0.121002	
-0.121918	
-0.123901	
-0.126648	
-0.128632	
-0.1297	
-0.13092	
-0.13382	
-0.136261	
-0.138855	
-0.140381	
-0.141449	
-0.143433	
-0.145721	
-0.146637	
-0.148163	
-0.148773	
-0.150757	
-0.151672	
-0.153198	
-0.154266	
-0.155182	
-0.156097	
-0.157471	
-0.158691	
-0.15976	
-0.161133	
-0.162506	
-0.163574	
-0.1651	
-0.166321	
-0.167542	
-0.167847	
-0.168457	
-0.16983	
-0.170135	
-0.170746	
-0.170593	
-0.170746	
-0.170135	
-0.168457	
-0.167542	
-0.165863	
-0.165253	
-0.163727	
-0.162659	
-0.16098	
-0.160217	
-0.158844	
-0.157776	
-0.15625	
-0.154724	
-0.154114	
-0.153503	
-0.153351	
-0.153046	
-0.153046	
-0.153503	
-0.153503	
-0.153809	
-0.155487	
-0.156097	
-0.156555	
-0.157776	
-0.157776	
-0.157776	
-0.158081	
-0.158386	
-0.159912	
-0.160522	
-0.16037	
-0.16098	
-0.16098	
-0.160828	
-0.160522	
-0.160828	
-0.160828	
-0.160065	
-0.158539	
-0.158539	
-0.157623	
-0.156097	
-0.155334	
-0.153656	
-0.151672	
-0.150452	
-0.149231	
-0.14801	
-0.14679	
-0.146179	
-0.145569	
-0.14389	
-0.143738	
-0.142822	
-0.141449	
-0.140839	
-0.140686	
-0.141144	
-0.140686	
-0.139465	
-0.13855	
-0.138702	
-0.138092	
-0.136566	
-0.136414	
-0.135193	
-0.134583	
-0.13382	
-0.132751	
-0.131378	
-0.131226	
-0.131378	
-0.131378	
-0.13092	
-0.128937	
-0.129395	
-0.128632	
-0.128326	
-0.126801	
-0.126495	
-0.125885	
-0.124969	
-0.123749	
-0.123291	
-0.121613	
-0.121002	
-0.119324	
-0.119171	
-0.118561	
